Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDW58,808.4656856291988,OUT049
FDW14,1067.8378534449664,OUT017
NCN55,1030.115922363279,OUT010
FDQ58,1958.1900227422927,OUT017
FDY38,5949.541122872044,OUT027
FDH56,1790.7312027933958,OUT046
FDL48,877.6486004345738,OUT018
FDC48,3049.39643866403,OUT027
FDN33,1050.4441758877051,OUT045
FDA36,3118.067646498755,OUT017
FDT44,1526.652292911891,OUT017
FDQ56,1235.1594390000055,OUT045
NCC54,1645.065705682036,OUT019
FDU11,1937.3355650325673,OUT049
DRL59,1239.9073109751976,OUT013
FDM24,2050.5160079279285,OUT049
FDI57,3657.5748880470665,OUT045
DRC12,3502.093360509096,OUT018
NCM42,2558.9750649394437,OUT027
FDA46,879.1205079590513,OUT010
FDA31,3298.897457824563,OUT013
NCJ31,3986.862226536929,OUT035
FDG52,690.6434074143333,OUT046
NCL19,156.68586195685072,OUT019
FDS10,2711.104659593578,OUT035
FDX22,658.6403489564386,OUT010
NCF19,903.6981486815297,OUT035
NCE06,3354.211170131351,OUT046
DRC27,3279.118839281999,OUT046
FDE21,2618.3565479417334,OUT035
NCR42,-27.73826811021003,OUT019
FDX51,2875.9538242462604,OUT018
NCR06,371.5456898077269,OUT018
FDU31,5160.068436862973,OUT027
FDU59,1509.2204546047872,OUT017
FDR03,5419.964493601538,OUT027
FDS49,3307.8365395568353,OUT027
FDD48,161.8282984133628,OUT010
NCF18,2474.351465632903,OUT017
NCD43,2855.557832454997,OUT027
NCD54,1478.182965241662,OUT018
FDY19,510.6948956914802,OUT010
NCY54,2243.6898219504096,OUT017
NCL19,1943.7659198573906,OUT018
FDP23,585.1451454951399,OUT010
FDC26,1973.3990434759055,OUT013
FDR14,359.90571317568185,OUT010
NCS41,2674.1227922980675,OUT035
FDF41,3270.355128958344,OUT035
FDU34,1854.506555798898,OUT046
DRH11,1649.4393471444007,OUT046
FDM03,2337.0910920082283,OUT013
FDS31,3001.679538287357,OUT017
FDJ20,1290.1617935392967,OUT017
FDV44,5492.906330384227,OUT027
FDG02,3163.0064162665335,OUT049
FDA09,3905.9847289485456,OUT013
FDT04,82.84420941189963,OUT013
FDL58,356.21749343681023,OUT019
FDE52,916.3513185443774,OUT045
FDW12,2080.2709588830244,OUT035
FDL51,3665.272317739098,OUT017
NCY42,3790.7971751662485,OUT027
FDR07,1543.157329471069,OUT017
FDN40,2279.118351092542,OUT045
FDB35,2237.9539413355,OUT027
FDA22,2479.118858103309,OUT017
NCL06,3794.271997533871,OUT046
FDI35,4460.198836971249,OUT013
NCW42,2578.464641309575,OUT045
NCX06,2391.210813049926,OUT049
FDC37,2930.600199958172,OUT027
FDZ14,1792.3564764752964,OUT018
DRG49,4412.349948989561,OUT049
NCG06,3305.7272466570694,OUT045
DRC36,3093.5190180993823,OUT045
FDV21,385.6932895701689,OUT019
FDB53,2745.4476959650683,OUT046
DRP47,569.855407274267,OUT019
FDA14,2791.4856839831923,OUT013
DRC24,2993.0088928843024,OUT035
FDW21,1146.1625829023415,OUT018
NCH29,1775.731521262427,OUT046
FDU58,2769.5218398870243,OUT013
FDY27,3307.8123913620634,OUT017
FDV56,1534.8564907165835,OUT035
FDT59,2815.852468714766,OUT046
FDB23,3022.9302746017706,OUT046
FDR49,312.6186147677718,OUT045
FDB03,875.5798830004551,OUT010
FDN39,3609.279616951832,OUT045
FDX02,6059.058056268472,OUT027
FDQ16,2099.3632033270874,OUT027
FDU35,2237.7605236729023,OUT018
NCT29,1874.5008970708795,OUT013
FDZ27,839.0710224351963,OUT046
FDN57,1696.1153477582545,OUT017
FDA03,1880.0795604360956,OUT018
FDZ36,3366.223734548096,OUT045
NCU05,919.01470817867,OUT013
FDT39,1635.8996507155027,OUT018
FDK60,2099.4893694396137,OUT017
FDZ25,3133.0648294811194,OUT017
FDG12,1982.2362677253295,OUT046
DRB01,5.940608667259751,OUT019
NCC43,6370.805235855492,OUT027
FDX13,549.4474920258855,OUT019
FDM22,1325.7179510910778,OUT049
FDJ03,1013.2600143637536,OUT027
FDU14,3601.9242821166968,OUT018
FDB33,420.96267165920904,OUT010
FDP27,4167.581661355657,OUT046
FDO38,217.66738322880457,OUT010
FDE28,6818.8550080623945,OUT027
FDO27,1483.8093741318357,OUT035
DRL23,2631.1773713626103,OUT027
FDS28,922.891372951699,OUT046
FDX24,1515.7953455603053,OUT013
FDZ02,1051.0746392853407,OUT035
FDL46,1542.3818279224229,OUT045
FDS60,4423.942891362102,OUT027
NCO06,14.687808386904905,OUT017
FDO16,1780.7255408959693,OUT035
FDC60,1680.8761806778905,OUT049
FDA48,3506.955610127147,OUT018
FDZ36,4155.572870724735,OUT027
FDK27,1727.006140404781,OUT045
FDW23,556.6444016672256,OUT018
FDM14,974.8169218189186,OUT018
FDM14,2222.3213465977274,OUT013
FDW60,3090.42037953931,OUT018
FDE21,2109.4263445445545,OUT013
NCM42,1908.9370490511737,OUT035
FDY59,139.62136321558987,OUT010
DRI49,1170.8693298500204,OUT049
FDT28,356.20057277106434,OUT019
FDQ22,776.8310250229956,OUT018
FDR60,975.3286096107505,OUT049
FDC50,156.59018897975378,OUT019
FDV24,2154.3227728512406,OUT013
DRF48,390.9829042850856,OUT010
FDQ47,1417.2457707633837,OUT046
DRN36,1708.3848467554885,OUT049
NCY06,2610.1069811817224,OUT035
FDE52,1125.8871307159325,OUT035
NCB54,1349.6804465011376,OUT045
NCF31,2199.626613120823,OUT035
FDJ08,5945.6939007292785,OUT027
NCC07,1516.956276242808,OUT017
NCD19,2254.8948519461765,OUT027
FDL46,1435.9687207852712,OUT049
FDM20,5009.311093966501,OUT045
NCI06,962.8162678700708,OUT010
DRM11,4302.343538881289,OUT035
NCH07,2618.749543465769,OUT018
FDS23,2220.1965529495856,OUT013
FDO49,648.4266772508483,OUT018
FDS35,1374.7831595994976,OUT049
DRK39,1351.3360733052157,OUT045
DRI39,1625.325050486407,OUT049
FDV04,2331.6683616639957,OUT017
NCN14,2197.0903660673785,OUT035
FDH08,3989.49096499142,OUT013
FDS20,3381.01892352532,OUT046
FDV40,1261.8768392714792,OUT049
FDZ48,335.1501684760133,OUT010
FDS24,2711.310325571359,OUT027
FDK44,3014.628555924894,OUT049
FDS48,2648.2848801675177,OUT045
FDK26,756.2034036450559,OUT010
FDD23,3335.7894700368306,OUT045
NCH54,2129.4804205137793,OUT017
NCP14,-46.277916015990634,OUT010
FDM60,159.60398706705206,OUT010
FDV24,1985.2904538679686,OUT017
FDH08,2958.11978651018,OUT018
