Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDW58,1815.6226637204052,OUT049
FDW14,1205.1913675549015,OUT017
NCN55,886.1440329992397,OUT010
FDQ58,2250.0176872786437,OUT017
FDY38,6015.020167154144,OUT027
FDH56,1577.8221269686505,OUT046
FDL48,580.8786823624818,OUT018
FDC48,2159.024701650572,OUT027
FDN33,1395.7327611667658,OUT045
FDA36,3053.6212943536675,OUT017
FDT44,1867.0785579474302,OUT017
FDQ56,1373.9598565924582,OUT045
NCC54,720.3609484020884,OUT019
FDU11,2035.0851314982926,OUT049
DRL59,727.8525373608661,OUT013
FDM24,2266.002442880344,OUT049
FDI57,3097.438761815101,OUT045
DRC12,3020.2359926152426,OUT018
NCM42,2443.593672764613,OUT027
FDA46,610.8070961864017,OUT010
FDA31,2683.001444070381,OUT013
NCJ31,3341.827038290492,OUT035
FDG52,863.9579742691006,OUT046
NCL19,329.15250632655494,OUT019
FDS10,2662.8106254578565,OUT035
FDX22,987.5383696124591,OUT010
NCF19,667.2487490322543,OUT035
NCE06,2243.8170963269754,OUT046
DRC27,3358.772450898381,OUT046
FDE21,2175.6135804367013,OUT035
NCR42,53.58972823679896,OUT019
FDX51,2844.6617129091696,OUT018
NCR06,537.9625154245851,OUT018
FDU31,5177.423400040917,OUT027
FDU59,2083.2973110499806,OUT017
FDR03,5645.035096528744,OUT027
FDS49,2439.9295331201943,OUT027
FDD48,247.823873213867,OUT010
NCF18,3006.1109069868553,OUT017
NCD43,2312.1942005484884,OUT027
NCD54,1563.4187079303979,OUT018
FDY19,175.6443300765047,OUT010
NCY54,2628.0256558072833,OUT017
NCL19,2339.387976840772,OUT018
FDP23,644.3027432129724,OUT010
FDC26,1720.6920971687543,OUT013
FDR14,24.066058365319694,OUT010
NCS41,2984.2806383102384,OUT035
FDF41,3400.5742970450974,OUT035
FDU34,1968.8221533782387,OUT046
DRH11,1070.3222033621232,OUT046
FDM03,1805.1423091369852,OUT013
FDS31,2995.5106069108456,OUT017
FDJ20,1805.775581623703,OUT017
FDV44,5360.253428460396,OUT027
FDG02,2729.340690191529,OUT049
FDA09,3582.2543244558046,OUT013
FDT04,540.0734525342026,OUT013
FDL58,507.5357537871705,OUT019
FDE52,1254.1046061472298,OUT045
FDW12,2321.660361645649,OUT035
FDL51,3515.5649890489935,OUT017
NCY42,3116.768939917356,OUT027
FDR07,1357.6083409582614,OUT017
FDN40,2199.384925597213,OUT045
FDB35,2142.166231453994,OUT027
FDA22,2269.937574196592,OUT017
NCL06,4040.2702724411956,OUT046
FDI35,3652.3695407952887,OUT013
NCW42,3551.8511238085234,OUT045
NCX06,3111.0250887064653,OUT049
FDC37,2791.975171402877,OUT027
FDZ14,1939.8319374430405,OUT018
DRG49,4397.1526048482165,OUT049
NCG06,3237.376975337013,OUT045
DRC36,2738.019144981214,OUT045
FDV21,322.9344235495883,OUT019
FDB53,2776.9796089172924,OUT046
DRP47,531.5841042999141,OUT019
FDA14,2580.6955625445758,OUT013
DRC24,2998.4424282959467,OUT035
FDW21,1555.2803478754727,OUT018
NCH29,1814.1423695981164,OUT046
FDU58,3254.3679311863007,OUT013
FDY27,2813.8025528958597,OUT017
FDV56,1717.753309208084,OUT035
FDT59,3685.554316823884,OUT046
FDB23,2876.4917718369315,OUT046
FDR49,777.9418137648673,OUT045
FDB03,776.7331808023779,OUT010
FDN39,2859.181351361366,OUT045
FDX02,6156.300289702284,OUT027
FDQ16,2565.070423097855,OUT027
FDU35,1747.5779450050175,OUT018
NCT29,1687.4981454949068,OUT013
FDZ27,533.6263666673025,OUT046
FDN57,1988.898139819336,OUT017
FDA03,2151.5362530069847,OUT018
FDZ36,3119.6947580427955,OUT045
NCU05,1104.141184795404,OUT013
FDT39,1880.0552028035795,OUT018
FDK60,1704.9611172537009,OUT017
FDZ25,2974.544637881173,OUT017
FDG12,2346.06424741784,OUT046
DRB01,403.4959998206008,OUT019
NCC43,6191.408812615655,OUT027
FDX13,443.2558318406441,OUT019
FDM22,974.9267054280731,OUT049
FDJ03,1136.99109057958,OUT027
FDU14,4345.471636293316,OUT018
FDB33,568.4707668701914,OUT010
FDP27,3685.865975074293,OUT046
FDO38,180.18691349133866,OUT010
FDE28,5854.248955038165,OUT027
FDO27,1499.321140114874,OUT035
DRL23,2419.8963462252837,OUT027
FDS28,862.9769222487304,OUT046
FDX24,1257.4518375324405,OUT013
FDZ02,1511.6137130443694,OUT035
FDL46,1680.0980867899236,OUT045
FDS60,4423.587364750975,OUT027
NCO06,401.87174522502454,OUT017
FDO16,1537.7104740859686,OUT035
FDC60,1526.215966096562,OUT049
FDA48,3335.3779968979384,OUT018
FDZ36,4875.7463621803445,OUT027
FDK27,1967.5502760239592,OUT045
FDW23,414.40976226664304,OUT018
FDM14,1597.561636529427,OUT018
FDM14,1826.3963718899686,OUT013
FDW60,2661.392129130775,OUT018
FDE21,1935.1568415593927,OUT013
NCM42,1706.3666963155702,OUT035
FDY59,149.50365716464708,OUT010
DRI49,1213.614291339641,OUT049
FDT28,432.18915741225027,OUT019
FDQ22,442.89508018862864,OUT018
FDR60,1279.3047684929097,OUT049
FDC50,223.47252441779702,OUT019
FDV24,1951.6270903797154,OUT013
DRF48,108.63119538703505,OUT010
FDQ47,745.5087575480069,OUT046
DRN36,1768.1273057808119,OUT049
NCY06,2261.3228139255957,OUT035
FDE52,1459.7543288191964,OUT035
NCB54,1884.3110678730372,OUT045
NCF31,2378.388051638263,OUT035
FDJ08,4925.567219569336,OUT027
NCC07,1662.1743441450783,OUT017
NCD19,1487.038028234002,OUT027
FDL46,1701.473170722346,OUT049
FDM20,4020.3782620189763,OUT045
NCI06,598.9285204737007,OUT010
DRM11,5324.166420405088,OUT035
NCH07,2307.9272559910137,OUT018
FDS23,2169.4674048839347,OUT013
FDO49,606.6790901278738,OUT018
FDS35,1010.853859486076,OUT049
DRK39,1488.5804795750375,OUT045
DRI39,998.9700040075242,OUT049
FDV04,2253.518422023411,OUT017
NCN14,2665.797965462562,OUT035
FDH08,4113.880783369142,OUT013
FDS20,3351.934898618676,OUT046
FDV40,1090.0910481631522,OUT049
FDZ48,215.55388988634968,OUT010
FDS24,2208.4488340474345,OUT027
FDK44,2688.4293133552687,OUT049
FDS48,2706.6197576639265,OUT045
FDK26,662.2291168939277,OUT010
FDD23,3071.8432868156765,OUT045
NCH54,2722.952853425631,OUT017
NCP14,241.1563555900389,OUT010
FDM60,89.4831120218758,OUT010
FDV24,2237.806277464528,OUT017
FDH08,2643.9569279861926,OUT018
FDS12,3630.8202720854574,OUT027
FDR39,5594.582642404529,OUT027
FDP12,1113.6248120689572,OUT027
DRF60,5774.993026034551,OUT027
FDC09,1934.9849790439107,OUT035
FDF50,3156.3460057043003,OUT018
FDG28,3966.1213673600337,OUT035
NCE19,836.0060122289992,OUT017
NCM53,210.93340449864812,OUT010
NCN18,1874.5451737752614,OUT049
FDF32,3370.6600267095296,OUT035
FDF11,4637.882654308102,OUT013
DRI59,4205.510665148947,OUT049
NCG54,3003.972263430806,OUT035
FDM44,1723.5286895856102,OUT046
FDT57,3194.73298095273,OUT018
FDV24,1989.3637046367805,OUT046
FDI50,815.8146548492075,OUT019
FDS09,733.3478922725283,OUT035
NCC31,3535.713485687343,OUT027
FDQ07,470.19206187524827,OUT019
FDC22,3154.2317928482785,OUT017
FDZ56,2845.456561507171,OUT046
FDZ40,203.25133145621342,OUT019
FDS46,3108.935067960258,OUT027
DRD24,2045.6543611545733,OUT045
FDV45,3335.452329421028,OUT017
FDL26,2558.2852065174416,OUT045
FDA56,1959.8699791793701,OUT018
FDN27,1679.4395569725248,OUT046
FDM20,4457.00940551632,OUT049
FDO16,1508.708557674227,OUT017
FDL03,3445.9281511168087,OUT035
FDE58,1968.307694561888,OUT046
FDI02,3225.068747312832,OUT027
NCC55,40.413241056482306,OUT019
FDR03,3197.6183085064795,OUT018
FDB14,1440.2550186533967,OUT017
FDR45,4541.472899800881,OUT013
NCN07,2128.3016157471193,OUT017
FDM51,152.93717493311962,OUT019
FDT52,6053.576477539106,OUT027
FDL26,2499.062163059463,OUT046
NCZ42,4108.279651469162,OUT046
DRI47,585.6192734013785,OUT019
FDW40,2371.178272413864,OUT013
FDN34,3093.3735594197,OUT046
FDS01,2844.2948873284563,OUT035
NCG55,1701.1535024312057,OUT045
FDC11,1323.0831323698544,OUT035
FDX35,3189.448799273556,OUT018
NCB06,2634.6390671608174,OUT046
FDR09,406.7466496242633,OUT019
FDC53,1569.7068840862648,OUT017
FDY45,4824.793987463196,OUT013
FDA22,422.1499464582139,OUT010
FDE02,1611.8117343519502,OUT035
FDW21,1708.080186129498,OUT045
FDV34,1068.7821020040283,OUT046
FDS59,1700.9791567214172,OUT049
NCW17,2504.537927225668,OUT017
NCK54,1946.0135090700642,OUT046
FDG17,439.34551839619314,OUT019
FDG35,3118.534363240195,OUT017
FDD08,104.8862607353728,OUT010
NCO07,3949.6680516477145,OUT017
FDJ10,431.457875365564,OUT010
FDW36,1438.7439467321972,OUT017
FDW21,434.8381524606611,OUT010
FDY19,1927.5733328141391,OUT017
DRE03,648.7102087332846,OUT013
NCC55,701.7569360578661,OUT049
FDH52,157.6231431655708,OUT010
FDO09,3883.6143511281266,OUT017
FDU43,3862.8319898101427,OUT045
FDX09,284.34561658381,OUT010
FDH40,145.94983875723946,OUT019
FDW58,1995.9287049347986,OUT017
FDC47,4115.439857013847,OUT017
NCR41,1560.6338197455511,OUT035
DRG49,3970.3017277270105,OUT035
FDC52,4156.15622576356,OUT027
FDY13,1204.5573755811154,OUT046
FDY35,760.4981697245132,OUT013
FDI35,3810.3787393672637,OUT017
NCU18,2103.9854977078717,OUT049
FDY33,2582.9019579907363,OUT018
FDC15,3865.348060078757,OUT027
FDU01,2778.925896288903,OUT049
NCU42,3125.3868403119186,OUT046
NCV29,2773.108464449413,OUT018
NCY30,3232.2735188171087,OUT017
FDQ46,1830.9835328028491,OUT049
FDG58,4016.1037644613716,OUT027
FDK33,3860.7550358686613,OUT017
NCD07,1711.0962558000542,OUT045
NCX29,3875.27605980368,OUT027
NCT42,1742.3594894533605,OUT013
DRN59,634.2723944905849,OUT035
FDI44,1187.6661417095115,OUT035
FDA45,2072.2219311385747,OUT049
FDP31,875.328365292769,OUT045
FDY01,1883.5895229515472,OUT046
FDT09,1774.4301795183073,OUT018
DRH03,2650.352002513771,OUT027
FDA36,2222.413585992345,OUT018
NCF31,2288.6362891799263,OUT017
FDG14,2548.9130257020265,OUT049
FDG28,5968.672472106086,OUT027
FDU14,4857.757134583903,OUT049
FDY47,329.6028769457005,OUT019
FDI56,1500.6670543927316,OUT049
DRD01,786.8166133246192,OUT013
FDM22,957.0179598442863,OUT046
FDH33,664.6804609836425,OUT013
DRZ24,2236.024205077188,OUT013
NCQ38,1539.61680843676,OUT046
FDO16,2176.90753502526,OUT027
FDU07,3840.2316117868877,OUT027
NCB07,2747.6677681932492,OUT013
FDU48,1941.9120189180487,OUT045
NCM43,2798.4197019640937,OUT045
FDR31,454.87608220708705,OUT010
DRK49,507.85755073167377,OUT018
NCI30,872.9329600510367,OUT010
DRD60,3184.9527011271084,OUT017
NCG19,3584.5357563610573,OUT046
FDH12,1447.3905127368575,OUT035
FDM32,1435.0672640901216,OUT035
FDM27,2759.2682842432696,OUT035
NCU53,3895.162439669545,OUT027
NCQ18,1496.3075931316157,OUT046
FDS10,2635.1789674855922,OUT013
FDB33,4589.053518279216,OUT027
FDI12,1387.988118999255,OUT013
NCW42,3672.041986607431,OUT013
NCC06,1762.1337395988587,OUT018
FDW02,2482.3675492240936,OUT017
NCD43,1735.8802039368313,OUT017
FDM57,927.4827152207363,OUT018
FDA58,3540.405643210362,OUT017
FDK56,3113.0092198085354,OUT046
FDP52,4267.668227311213,OUT045
FDW20,1908.9965775963344,OUT018
FDS52,1756.825159391045,OUT049
NCT29,1402.6258515076154,OUT018
NCL54,3163.750031791178,OUT013
FDC05,2995.8913078928877,OUT045
FDF34,2717.882749646109,OUT035
FDP03,3216.9697512749426,OUT027
FDD32,164.99302281267632,OUT010
FDZ10,1996.6987819780336,OUT045
FDZ40,824.5043452610378,OUT035
FDD51,511.889705168589,OUT018
NCY30,302.5687532983267,OUT019
FDP58,3596.023676987745,OUT017
FDV49,4340.943265208674,OUT017
FDY24,277.67715064906656,OUT019
NCO55,1605.2448671028228,OUT017
FDR13,1825.6244392079875,OUT017
FDS51,1065.4391365702759,OUT017
FDP26,1905.127261498183,OUT045
NCB54,3357.9634088542484,OUT027
FDF32,3523.514733118415,OUT017
FDN31,2978.460546562884,OUT018
DRM48,565.123782473417,OUT017
FDN20,2612.2393013219244,OUT049
DRL01,3728.2678025575715,OUT046
FDV56,1627.449521193195,OUT049
DRH13,2391.507420999544,OUT027
FDA03,2474.245476867653,OUT017
FDF47,5962.36926198356,OUT027
FDX32,2535.981706213878,OUT046
FDX57,1622.4200166425162,OUT049
NCA30,2611.564389458375,OUT045
FDO49,685.5268502306978,OUT013
FDL04,217.59515271294313,OUT019
