Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDW58,1852.999626363183,OUT049
FDW14,1579.625302777659,OUT017
NCN55,1888.446600913769,OUT010
FDQ58,2609.313727236628,OUT017
FDY38,5179.228541181565,OUT027
FDH56,1915.7034715959335,OUT046
FDL48,596.7354505402216,OUT018
FDC48,2777.828943913418,OUT027
FDN33,1510.3662875297205,OUT045
FDA36,3079.223224562995,OUT017
FDT44,1997.2632212322833,OUT017
FDQ56,1306.660900970246,OUT045
NCC54,1849.4183804332806,OUT019
FDU11,2045.7043562679264,OUT049
DRL59,888.7774636643569,OUT013
FDM24,2558.8073894987174,OUT049
FDI57,3088.6609293877673,OUT045
DRC12,2764.927186983651,OUT018
NCM42,3192.411771677661,OUT027
FDA46,1133.6542605248756,OUT010
FDA31,2798.8125418091427,OUT013
NCJ31,3878.410998597326,OUT035
FDG52,803.8870760581809,OUT046
NCL19,376.0172497194485,OUT019
FDS10,3027.566267733812,OUT035
FDX22,1448.806560423086,OUT010
NCF19,915.0755485850134,OUT035
NCE06,2527.7429303384447,OUT046
DRC27,3843.227970173736,OUT046
FDE21,2025.286259991511,OUT035
NCR42,-1357.7069058385641,OUT019
FDX51,2863.2151448363966,OUT018
NCR06,429.3509394581682,OUT018
FDU31,4940.216761876464,OUT027
FDU59,2712.2801757998013,OUT017
FDR03,4767.686665185395,OUT027
FDS49,2760.7259864725193,OUT027
FDD48,-73.36090656101544,OUT010
NCF18,3110.833640587482,OUT017
NCD43,3099.6340365174274,OUT027
NCD54,1989.8563495209637,OUT018
FDY19,-36.06339587893251,OUT010
NCY54,2810.9080571543495,OUT017
NCL19,2023.2093677862867,OUT018
FDP23,1533.6166043585135,OUT010
FDC26,1817.9674511371975,OUT013
FDR14,-1040.0940098916403,OUT010
NCS41,3035.7207024356476,OUT035
FDF41,4041.7847475786066,OUT035
FDU34,2002.5747895507752,OUT046
DRH11,919.7377052008676,OUT046
FDM03,1764.052229969813,OUT013
FDS31,3048.941452099113,OUT017
FDJ20,2092.0319993555804,OUT017
FDV44,4494.507284749442,OUT027
FDG02,3102.7476488118286,OUT049
FDA09,2910.7236559757966,OUT013
FDT04,690.7840585876069,OUT013
FDL58,2294.2661794057085,OUT019
FDE52,1455.7573488698536,OUT045
FDW12,2503.711093888982,OUT035
FDL51,3549.1249498970164,OUT017
NCY42,3687.3393298154606,OUT027
FDR07,1658.6860659530837,OUT017
FDN40,2374.4085352650227,OUT045
FDB35,2949.7656335164447,OUT027
FDA22,2742.2405489305843,OUT017
NCL06,4110.96022932283,OUT046
FDI35,2917.449486934726,OUT013
NCW42,3411.8113769746465,OUT045
NCX06,2934.6577965673464,OUT049
FDC37,3192.9728829592814,OUT027
FDZ14,1727.67824350772,OUT018
DRG49,3947.4228777248563,OUT049
NCG06,3959.977523651076,OUT045
DRC36,2721.48265071727,OUT045
FDV21,61.843455489156554,OUT019
FDB53,2359.1871189213252,OUT046
DRP47,2042.0399937840202,OUT019
FDA14,2352.9542704013124,OUT013
DRC24,2568.0142576781027,OUT035
FDW21,1414.2307356969961,OUT018
NCH29,1556.3664567155151,OUT046
FDU58,3079.461408311561,OUT013
FDY27,2946.138328911924,OUT017
FDV56,1948.6696161737186,OUT035
FDT59,3656.4986980289614,OUT046
FDB23,3621.786301970975,OUT046
FDR49,698.2293255207406,OUT045
FDB03,1908.564027322925,OUT010
FDN39,2617.748963672794,OUT045
FDX02,4985.386547931818,OUT027
FDQ16,3188.6206772988226,OUT027
FDU35,1341.9136361211474,OUT018
NCT29,1957.44022118134,OUT013
FDZ27,830.1602370792828,OUT046
FDN57,2345.912506600079,OUT017
FDA03,2099.1734614197594,OUT018
FDZ36,2920.1391702358933,OUT045
NCU05,1322.226973711105,OUT013
FDT39,2179.964202728219,OUT018
FDK60,1722.7067997392658,OUT017
FDZ25,2857.677216028896,OUT017
FDG12,2037.0365417758412,OUT046
DRB01,1127.0823415153066,OUT019
NCC43,5377.826340261957,OUT027
FDX13,2035.650672907349,OUT019
FDM22,1028.1974819986544,OUT049
FDJ03,2306.3592630393678,OUT027
FDU14,3678.0507022082575,OUT018
FDB33,624.7853673560523,OUT010
FDP27,3005.2855126936747,OUT046
FDO38,-669.6718016595447,OUT010
FDE28,5152.788044275659,OUT027
FDO27,1701.4368266255317,OUT035
DRL23,3166.741731017829,OUT027
FDS28,963.0151564768112,OUT046
FDX24,1547.7067224619093,OUT013
FDZ02,1746.6568125826918,OUT035
FDL46,1812.4663270003375,OUT045
FDS60,4294.987836984927,OUT027
NCO06,635.562700364176,OUT017
FDO16,1527.696767437035,OUT035
FDC60,1538.2044094468147,OUT049
FDA48,3199.433164313561,OUT018
FDZ36,4452.523478315363,OUT027
FDK27,1877.278848566708,OUT045
FDW23,378.39285121973614,OUT018
FDM14,1509.8954537273532,OUT018
FDM14,1787.4337248224226,OUT013
FDW60,2603.2340337991936,OUT018
FDE21,1909.9953185589425,OUT013
NCM42,1881.6465228828747,OUT035
FDY59,-372.48323992424855,OUT010
DRI49,1380.7719378993775,OUT049
FDT28,510.4407340271348,OUT019
FDQ22,408.8303423499432,OUT018
FDR60,1335.1034714189896,OUT049
FDC50,-393.4111438712954,OUT019
FDV24,2457.75673647699,OUT013
DRF48,1026.2896139762354,OUT010
FDQ47,638.5136151047242,OUT046
DRN36,1662.9143151082726,OUT049
NCY06,2173.639404737066,OUT035
FDE52,1658.9045023016658,OUT035
NCB54,1936.7469199699926,OUT045
NCF31,2548.255450535325,OUT035
FDJ08,4448.179903782821,OUT027
NCC07,1786.8726880922932,OUT017
NCD19,2357.6662906909164,OUT027
FDL46,2012.1464187049924,OUT049
FDM20,3834.1883682189623,OUT045
NCI06,918.4146327274998,OUT010
DRM11,4219.6366132832545,OUT035
NCH07,2205.843678272823,OUT018
FDS23,2083.0715871468938,OUT013
FDO49,599.2623551661302,OUT018
FDS35,1164.079027449397,OUT049
DRK39,1276.46869364332,OUT045
DRI39,1036.6408876656915,OUT049
FDV04,2639.307213318712,OUT017
NCN14,3008.739652001104,OUT035
FDH08,3688.2790116376586,OUT013
FDS20,2911.0712505568727,OUT046
FDV40,1357.2054694075114,OUT049
FDZ48,-140.38081641832025,OUT010
FDS24,2910.495408930039,OUT027
FDK44,2861.5291336355717,OUT049
FDS48,2343.0251570740197,OUT045
FDK26,1104.780886048206,OUT010
FDD23,2971.9768193283994,OUT045
NCH54,2636.2963637871826,OUT017
NCP14,-248.75873716526075,OUT010
FDM60,-1182.7515105618904,OUT010
FDV24,2522.517392632407,OUT017
FDH08,3345.3451064552264,OUT018
FDS12,3463.220951435166,OUT027
FDR39,4318.2661870866805,OUT027
FDP12,2124.941164949904,OUT027
DRF60,5187.343785772618,OUT027
FDC09,1848.3088412471827,OUT035
FDF50,2887.362955234322,OUT018
FDG28,4054.6449169584766,OUT035
NCE19,983.1758168064684,OUT017
NCM53,-199.5754125092476,OUT010
NCN18,1850.170092028655,OUT049
FDF32,3316.701807217956,OUT035
FDF11,3872.0117201419343,OUT013
DRI59,3662.2358108686076,OUT049
NCG54,2811.0667839730327,OUT035
FDM44,1636.954104353395,OUT046
FDT57,3465.223524849148,OUT018
FDV24,2417.7674175866914,OUT046
FDI50,1769.6779822953854,OUT019
FDS09,1033.7263102436148,OUT035
NCC31,3895.2970175667224,OUT027
FDQ07,1596.8749121587834,OUT019
FDC22,3171.266800666382,OUT017
FDZ56,2695.5655822072913,OUT046
FDZ40,-1001.4129627259874,OUT019
FDS46,3393.2523066436115,OUT027
DRD24,2162.212884214967,OUT045
FDV45,3106.2090956841157,OUT017
FDL26,2418.3888934615384,OUT045
FDA56,1706.2200422318876,OUT018
FDN27,1918.6301710706575,OUT046
FDM20,3981.5408455069874,OUT049
FDO16,1458.506113202947,OUT017
FDL03,3302.1766643273772,OUT035
FDE58,1910.4939879624649,OUT046
FDI02,3288.0051643178413,OUT027
NCC55,-1234.9709625315932,OUT019
FDR03,3051.789087663481,OUT018
FDB14,1641.096609456791,OUT017
FDR45,3851.0380632241126,OUT013
NCN07,2156.8619605594063,OUT017
FDM51,-182.1254721312572,OUT019
FDT52,5361.346311252991,OUT027
FDL26,2463.184288409794,OUT046
NCZ42,3763.9947069380573,OUT046
DRI47,416.1436510774904,OUT019
FDW40,2317.5823188118425,OUT013
FDN34,2741.2158557100156,OUT046
FDS01,2988.222721983586,OUT035
NCG55,1789.8945544249957,OUT045
FDC11,1548.8170241423811,OUT035
FDX35,3341.4261159537373,OUT018
NCB06,2519.300488331632,OUT046
FDR09,2188.8130371626776,OUT019
FDC53,1675.506902436908,OUT017
FDY45,4072.9818133059243,OUT013
FDA22,767.4054960112637,OUT010
FDE02,1671.8870784737112,OUT035
FDW21,1625.6588007861715,OUT045
FDV34,1254.3316160349636,OUT046
FDS59,1894.0940441326875,OUT049
NCW17,2129.986707530013,OUT017
NCK54,1925.7426090531349,OUT046
FDG17,2008.8532616356492,OUT019
FDG35,2912.0364129691206,OUT017
FDD08,-1267.5214048575629,OUT010
NCO07,3427.5729736931326,OUT017
FDJ10,362.69803717828495,OUT010
FDW36,1779.22400058075,OUT017
FDW21,-266.68930364601954,OUT010
FDY19,2001.4903138400114,OUT017
